RID,T-06:00:00,ORIGIN,DESTINATION,TRIP_LENGTH
216,2,27914,31838,3407
217,2,18427,12243,12312
218,2,28813,25918,2473
219,2,25940,26452,1004
220,2,30825,30243,935
221,2,23847,22047,1335
222,2,30439,22259,7577
223,2,19770,48337,2154
224,2,19332,12791,12320
225,2,47998,12791,12005
226,2,18439,12243,13117
227,2,28012,23792,3764
228,2,25108,25249,147
229,2,33943,27062,6136
230,2,25447,25699,359
231,2,25612,26318,2576
232,2,9186,12791,14441
233,2,30015,32214,1565
234,2,31838,25395,6325
235,2,31220,32184,745
236,2,48541,48324,341
237,2,23552,22749,1828
238,2,20235,18444,12318
239,2,25524,26720,3874
240,2,33960,33180,3387
241,2,23582,24642,1207
242,2,28857,33619,4536
243,2,18839,12791,15253
244,2,26361,28207,4217
245,2,33655,35537,5476
246,2,21677,12791,17825
247,2,49912,12243,22895
248,2,16668,20764,7402
249,2,48774,27202,3131
250,2,23308,29871,6238
251,2,30419,31089,435
252,2,26760,49985,4237
253,2,25652,18073,6715
254,2,18457,15701,4252
255,2,30048,30210,1318
256,2,31990,30352,3461
257,2,50247,20764,13594
258,2,20680,17104,5926
259,2,17704,14397,3792
260,2,27156,26782,2490
261,2,14397,17769,11684
262,3,23677,27131,5521
263,3,30316,29231,3611
264,3,15417,12155,8486
265,3,27682,26999,637
266,3,12788,12791,2871
267,3,38295,35739,5095
268,3,13022,12243,2368
269,3,27028,12243,15942
270,3,12798,12791,4779
271,3,27812,12791,17632
272,3,32998,35494,7174
273,3,26738,27576,2087
274,3,13624,13269,4090
275,3,22813,22575,229
276,3,24816,27317,5675
277,3,24816,34419,11867
278,3,33266,34916,5086
279,3,22331,19183,3857
280,3,29784,23198,4945
281,3,39845,39445,1544
282,3,27542,29903,2181
283,3,17459,15428,1981
284,3,29508,30091,655
285,3,30718,34212,5562
286,3,31467,32118,721
287,3,16958,25942,8391
288,3,29290,29684,542
289,3,18036,12791,9258
290,3,21171,15780,5050
291,3,19963,21261,2166
292,3,29714,26596,2769
293,3,31742,33693,3649
294,3,21107,17356,4793
295,3,20447,20463,3020
296,3,18468,23221,4817
297,3,27306,30091,3330
298,3,20784,12791,13323
299,3,12978,10407,4472
300,3,25942,23582,3755
301,3,34437,35275,2454
302,3,24066,24415,4003
303,3,24066,23788,1614
304,3,18427,12791,11954
305,3,48299,20160,646
306,3,24971,27338,2309
307,3,25215,12791,16095
308,3,13028,16597,2824
309,3,47313,16287,3111
310,3,30620,32184,1110
311,3,31838,32184,261
312,3,25984,24642,2089
313,3,25094,19242,6799
314,3,49728,18943,11780
315,3,23315,23402,168
316,3,34193,34066,369
317,3,20546,22193,5514
318,3,24999,20680,7909
319,3,16849,20764,7545
320,3,23832,22911,772
321,3,20525,21797,1100
322,3,23930,21122,3084
323,3,18073,12791,15393
324,3,27720,33085,4762
325,3,24642,23582,1207
326,3,17807,19111,1811
327,3,26701,24642,2299
328,3,18104,18063,1744
329,3,29269,25164,3384
330,3,17240,21093,4960
331,3,22972,31844,9086
332,3,16036,13661,2768
333,3,20009,20764,5611
334,3,32791,31838,11171
335,3,21783,22193,7157
336,3,12101,16425,8893
337,4,42591,37943,11367
338,4,12243,12155,2283
339,4,19681,26795,10496
340,4,12946,14104,1263
341,4,18398,22379,4067
342,4,13022,12791,2011
343,4,13022,12243,2368
344,4,13189,12791,4429
345,4,23965,24197,1409
346,4,17462,18444,859
347,4,12588,12642,3735
348,4,30931,33662,2566
349,4,25324,20619,13388
350,4,18257,23788,9933
351,4,21720,22869,1665
352,4,13442,12791,6839
353,4,25170,23508,5883
354,4,19916,16624,10751
355,4,23644,33662,8515
356,4,19557,23487,3632
357,4,20305,29061,9485
358,4,35534,37310,3668
359,4,19297,19582,5997
360,4,14421,18495,7317
361,4,23077,20123,3922
362,4,33266,34432,3880
363,4,28434,28801,352
364,4,30091,30672,451
365,4,21959,36130,16065
366,4,10931,10705,235
367,4,15780,12791,8330
368,4,31032,31742,1267
369,4,19239,25601,7483
370,4,34458,33153,1859
371,4,47881,10327,19509
372,4,23198,21872,2098
373,4,30028,33662,4417
374,4,22899,25699,3802
375,4,23393,23788,3515
376,4,16985,18802,4868
377,4,16981,20764,11758
378,4,38134,38513,1345
379,4,26401,25539,2698
380,4,21458,21474,246
381,4,23508,12791,14634
382,4,23508,23792,200
383,4,24358,29095,4212
384,4,48014,18173,3093
385,4,24066,22287,1491
386,4,18105,33266,13405
387,4,33348,20607,9830
388,4,33061,32947,580
389,4,28012,20123,7318
390,4,27078,26311,2087
391,4,30015,31838,1189
392,4,31844,26699,4992
393,4,23851,25907,3727
394,4,37381,44917,19340
395,4,27090,29767,2369
396,4,23870,22137,2306
397,4,30182,29652,769
398,4,49728,28167,6738
399,4,49728,26650,5454
400,4,29871,29652,310
