RID,T-06:00:00,ORIGIN,DESTINATION,TRIP_LENGTH
216,2,27914,31838,3407
217,2,18427,12243,12312
218,2,28813,25918,2473
219,2,25940,26452,1004
220,2,30825,30243,935
221,2,23847,22047,1335
222,2,30439,22259,7577
223,2,19770,48337,2154
224,2,19332,12791,12320
225,2,47998,12791,12005
226,2,18439,12243,13117
227,2,28012,23792,3764
228,2,25108,25249,147
229,2,33943,27062,6136
230,2,25447,25699,359
231,2,25612,26318,2576
232,2,9186,12791,14441
233,2,30015,32214,1565
234,2,31838,25395,6325
235,2,31220,32184,745
236,2,48541,48324,341
237,2,23552,22749,1828
238,2,20235,18444,12318
239,2,25524,26720,3874
240,2,33960,33180,3387
241,2,23582,24642,1207
242,2,28857,33619,4536
243,2,18839,12791,15253
244,2,26361,28207,4217
245,2,33655,35537,5476
246,2,21677,12791,17825
247,2,49912,12243,22895
248,2,16668,20764,7402
249,2,48774,27202,3131
250,2,23308,29871,6238
