RID,T-06:00:00,ORIGIN,DESTINATION,TRIP_LENGTH
216,2,27914,31838,3407
217,2,18427,12243,12312
218,2,28813,25918,2473
219,2,25940,26452,1004
220,2,30825,30243,935
221,2,23847,22047,1335
222,2,30439,22259,7577
223,2,19770,48337,2154
224,2,19332,12791,12320
225,2,47998,12791,12005
226,2,18439,12243,13117
227,2,28012,23792,3764
228,2,25108,25249,147
229,2,33943,27062,6136
230,2,25447,25699,359
231,2,25612,26318,2576
232,2,9186,12791,14441
233,2,30015,32214,1565
234,2,31838,25395,6325
235,2,31220,32184,745
236,2,48541,48324,341
237,2,23552,22749,1828
238,2,20235,18444,12318
239,2,25524,26720,3874
240,2,33960,33180,3387
241,2,23582,24642,1207
242,2,28857,33619,4536
243,2,18839,12791,15253
244,2,26361,28207,4217
245,2,33655,35537,5476
246,2,21677,12791,17825
247,2,49912,12243,22895
248,2,16668,20764,7402
249,2,48774,27202,3131
250,2,23308,29871,6238
251,2,30419,31089,435
252,2,26760,49985,4237
253,2,25652,18073,6715
254,2,18457,15701,4252
255,2,30048,30210,1318
256,2,31990,30352,3461
257,2,50247,20764,13594
258,2,20680,17104,5926
259,2,17704,14397,3792
260,2,27156,26782,2490
261,2,14397,17769,11684
262,3,23677,27131,5521
263,3,30316,29231,3611
264,3,15417,12155,8486
265,3,27682,26999,637
266,3,12788,12791,2871
267,3,38295,35739,5095
268,3,13022,12243,2368
269,3,27028,12243,15942
270,3,12798,12791,4779
271,3,27812,12791,17632
272,3,32998,35494,7174
273,3,26738,27576,2087
274,3,13624,13269,4090
275,3,22813,22575,229
276,3,24816,27317,5675
277,3,24816,34419,11867
278,3,33266,34916,5086
279,3,22331,19183,3857
280,3,29784,23198,4945
281,3,39845,39445,1544
282,3,27542,29903,2181
283,3,17459,15428,1981
284,3,29508,30091,655
285,3,30718,34212,5562
286,3,31467,32118,721
287,3,16958,25942,8391
288,3,29290,29684,542
289,3,18036,12791,9258
290,3,21171,15780,5050
291,3,19963,21261,2166
292,3,29714,26596,2769
293,3,31742,33693,3649
294,3,21107,17356,4793
295,3,20447,20463,3020
296,3,18468,23221,4817
297,3,27306,30091,3330
298,3,20784,12791,13323
299,3,12978,10407,4472
300,3,25942,23582,3755
301,3,34437,35275,2454
302,3,24066,24415,4003
303,3,24066,23788,1614
304,3,18427,12791,11954
305,3,48299,20160,646
306,3,24971,27338,2309
307,3,25215,12791,16095
308,3,13028,16597,2824
309,3,47313,16287,3111
310,3,30620,32184,1110
311,3,31838,32184,261
312,3,25984,24642,2089
313,3,25094,19242,6799
314,3,49728,18943,11780
315,3,23315,23402,168
316,3,34193,34066,369
317,3,20546,22193,5514
318,3,24999,20680,7909
319,3,16849,20764,7545
320,3,23832,22911,772
321,3,20525,21797,1100
322,3,23930,21122,3084
323,3,18073,12791,15393
324,3,27720,33085,4762
325,3,24642,23582,1207
326,3,17807,19111,1811
327,3,26701,24642,2299
328,3,18104,18063,1744
329,3,29269,25164,3384
330,3,17240,21093,4960
331,3,22972,31844,9086
332,3,16036,13661,2768
333,3,20009,20764,5611
334,3,32791,31838,11171
335,3,21783,22193,7157
336,3,12101,16425,8893
337,4,42591,37943,11367
338,4,12243,12155,2283
339,4,19681,26795,10496
340,4,12946,14104,1263
341,4,18398,22379,4067
342,4,13022,12791,2011
343,4,13022,12243,2368
344,4,13189,12791,4429
345,4,23965,24197,1409
346,4,17462,18444,859
347,4,12588,12642,3735
348,4,30931,33662,2566
349,4,25324,20619,13388
350,4,18257,23788,9933
351,4,21720,22869,1665
352,4,13442,12791,6839
353,4,25170,23508,5883
354,4,19916,16624,10751
355,4,23644,33662,8515
356,4,19557,23487,3632
357,4,20305,29061,9485
358,4,35534,37310,3668
359,4,19297,19582,5997
360,4,14421,18495,7317
361,4,23077,20123,3922
362,4,33266,34432,3880
363,4,28434,28801,352
364,4,30091,30672,451
365,4,21959,36130,16065
366,4,10931,10705,235
367,4,15780,12791,8330
368,4,31032,31742,1267
369,4,19239,25601,7483
370,4,34458,33153,1859
371,4,47881,10327,19509
372,4,23198,21872,2098
373,4,30028,33662,4417
374,4,22899,25699,3802
375,4,23393,23788,3515
376,4,16985,18802,4868
377,4,16981,20764,11758
378,4,38134,38513,1345
379,4,26401,25539,2698
380,4,21458,21474,246
381,4,23508,12791,14634
382,4,23508,23792,200
383,4,24358,29095,4212
384,4,48014,18173,3093
385,4,24066,22287,1491
386,4,18105,33266,13405
387,4,33348,20607,9830
388,4,33061,32947,580
389,4,28012,20123,7318
390,4,27078,26311,2087
391,4,30015,31838,1189
392,4,31844,26699,4992
393,4,23851,25907,3727
394,4,37381,44917,19340
395,4,27090,29767,2369
396,4,23870,22137,2306
397,4,30182,29652,769
398,4,49728,28167,6738
399,4,49728,26650,5454
400,4,29871,29652,310
401,4,49424,49122,2689
402,4,24999,22193,4867
403,4,16849,10684,7533
404,4,32969,34483,1989
405,4,48636,20264,1081
406,4,15920,18089,3866
407,4,23395,24049,534
408,4,21293,34713,11273
409,4,49484,31241,2002
410,4,30520,31838,3388
411,4,20335,18699,3056
412,4,28885,31222,8107
413,4,27115,18396,7476
414,4,35367,32184,5695
415,4,25164,31838,7060
416,4,21284,18206,5221
417,4,18089,22749,7766
418,4,23604,21295,4496
419,4,25752,29756,4203
420,4,21337,21848,2291
421,4,18528,31456,17702
422,4,31874,18519,10623
423,4,39516,38665,13674
424,5,10832,17848,7623
425,5,11870,14916,2529
426,5,28357,30902,5492
427,5,30166,20764,21567
428,5,22379,27317,12524
429,5,12777,14194,2622
430,5,41193,41697,1232
431,5,34916,30705,7323
432,5,49024,34924,10059
433,5,27568,12791,16556
434,5,24232,17459,8205
435,5,10204,27682,16225
436,5,28756,12155,18173
437,5,29075,29336,727
438,5,33998,32285,14832
439,5,12913,12791,5400
440,5,26694,26714,432
441,5,31787,33662,1800
442,5,24816,31471,9233
443,5,15390,12791,7725
444,5,18013,33960,14644
445,5,32118,23706,7446
446,5,21959,48674,564
447,5,24600,22242,6402
448,5,29508,12155,20731
449,5,18085,20680,12389
450,5,31208,30311,1240
451,5,21063,30091,7593
452,5,23198,22749,3219
453,5,23393,23788,3515
454,5,35128,20764,17787
455,5,20770,20780,792
456,5,22001,19690,2419
457,5,33679,26767,5961
458,5,31958,32184,2023
459,5,23273,12791,14239
460,5,25035,12791,15067
461,5,26691,48557,5951
462,5,24066,19332,3876
463,5,16998,32184,12542
464,5,31870,34170,2676
465,5,11781,14194,12448
466,5,25940,25406,786
467,5,30439,31838,1597
468,5,24493,23706,931
469,5,24138,23152,1151
470,5,34760,31958,4111
471,5,32116,29508,4750
472,5,26284,24191,2107
473,5,28900,30484,2589
474,5,47319,12791,11905
475,5,31838,26650,5554
476,5,17057,12791,12547
477,5,23851,12791,16491
478,5,23851,19582,11856
479,5,18495,12791,13668
480,5,21122,24999,3447
481,5,15400,11137,5508
482,5,26027,25779,993
483,5,25548,25826,1280
484,5,27993,32184,3499
485,5,22242,26575,3959
486,5,25123,26010,808
487,5,31774,31771,210
488,5,27161,29902,2442
489,5,31641,23604,8939
490,5,22563,19686,2774
491,5,22911,26814,3839
492,5,25792,25575,422
493,5,19465,17646,4364
494,5,23832,22287,4238
495,5,20120,12791,16159
496,5,29252,25601,3997
497,5,27720,12243,20744
498,5,20532,23205,2388
499,5,25726,22749,4959
500,5,22913,17960,6507
501,5,25604,26318,1609
502,5,22440,27455,4030
503,5,49148,26650,2018
504,5,26340,23604,5082
505,5,19674,23870,6981
506,5,27716,28830,902
507,5,21983,22204,4781
508,5,24776,27672,13711
509,5,21925,26612,4080
510,5,14947,17910,3500
511,5,40649,27856,20683
512,6,36194,36561,22453
513,6,12243,25767,19186
514,6,12642,12791,261
515,6,13839,13747,162
516,6,13019,12791,583
517,6,12946,12791,1081
518,6,12948,12791,1273
519,6,34916,25918,11639
520,6,26775,12791,16842
521,6,22869,18155,5218
522,6,35739,29282,11890
523,6,24210,25279,1021
524,6,18256,29972,10180
525,6,12913,12155,6435
526,6,32317,32946,1297
527,6,13442,12243,6485
528,6,26738,21822,4691
529,6,13084,26526,13192
530,6,22507,22193,12408
531,6,33700,28684,4500
532,6,26682,26776,3422
533,6,33266,33662,1458
534,6,24816,24315,1775
535,6,28523,30867,8007
536,6,29208,30091,915
537,6,13374,12155,9748
538,6,22188,12791,13452
539,6,31855,31467,428
540,6,21830,31371,13379
541,6,19239,14104,11039
542,6,31193,31838,4070
543,6,26020,29714,3205
544,6,23198,23221,943
545,6,31978,31680,269
546,6,22255,12243,13544
547,6,19545,20946,1639
548,6,19544,16128,3506
549,6,21107,22749,2728
550,6,34214,33081,4018
551,6,21474,24255,4551
552,6,29306,27124,1627
553,6,31313,30754,1057
554,6,30243,29652,2917
555,6,27914,27199,767
556,6,18427,12243,12312
557,6,25942,24981,962
558,6,28297,30091,4395
559,6,31865,23706,6472
560,6,26474,26277,336
561,6,28900,27624,797
562,6,30620,33127,11900
563,6,31838,29871,1914
564,6,31220,32184,745
565,6,31838,31844,327
566,6,10063,10053,343
567,6,35001,39441,9999
568,6,20233,25108,3748
569,6,33818,32947,1433
570,6,19273,21417,4708
571,6,25823,22749,2899
572,6,21083,22602,1281
573,6,20043,21853,1856
574,6,29269,27707,1132
575,6,22682,21872,5848
576,6,22246,30028,8829
577,6,19303,18699,972
578,6,25519,26636,1939
579,6,17292,12791,16877
580,6,17011,16672,1798
581,6,30210,28907,775
582,6,22518,32946,15278
583,6,35639,19252,22721
584,6,13264,17370,5516
585,6,12954,17370,10250
586,6,42923,39516,20887
587,7,14095,15634,71026
588,7,16878,19682,3207
589,7,12791,12642,261
590,7,12948,12791,1273
591,7,12777,12791,2856
592,7,28373,28252,3895
593,7,13022,12791,2011
594,7,26882,27290,4078
595,7,13189,12791,4429
596,7,26775,13022,17185
597,7,12405,12243,3097
598,7,27594,13019,16068
599,7,24232,15428,9171
600,7,28024,12243,16740
601,7,32998,23788,9891
602,7,21812,27643,8345
603,7,19557,12243,11625
604,7,13098,11512,5891
605,7,30412,29984,400
606,7,23077,31838,9368
607,7,33266,32946,1129
608,7,21959,20123,2572
609,7,27542,25670,3163
610,7,18326,18013,1237
611,7,29104,27542,1961
612,7,24315,28144,3076
613,7,23198,47640,6396
614,7,30028,32946,4029
615,7,28826,28684,145
616,7,20695,19546,1350
617,7,17914,12243,10982
618,7,17914,12243,10982
619,7,21234,11754,11243
620,7,21256,21177,1490
621,7,23096,33081,8040
622,7,20516,19242,1733
623,7,26118,25294,1479
624,7,28190,26456,1828
625,7,26143,32917,12146
626,7,31958,31478,8362
627,7,24218,18959,4885
628,7,30243,31570,2091
629,7,25670,24611,1447
630,7,25035,25225,173
631,7,26243,31139,4294
632,7,31870,31838,1006
633,7,24981,21436,2416
634,7,28297,28813,464
635,7,27338,29767,2110
636,7,24191,24208,4198
637,7,29865,31838,1755
638,7,23847,24066,406
639,7,23706,23792,957
640,7,18451,12243,13178
641,7,19774,17356,5288
642,7,19332,48937,6507
643,7,30439,25324,9516
644,7,30135,33263,3733
645,7,25659,48408,4399
646,7,30135,29784,4299
647,7,31230,27477,5335
648,7,31230,23508,6041
649,7,31844,22749,6716
650,7,31844,35534,9831
651,7,33077,33081,127
652,7,27078,27222,159
653,7,25612,12155,18884
654,7,23788,12243,16950
655,7,21966,12791,15898
656,7,24220,24631,257
657,7,29652,31838,2224
658,7,16934,20624,8331
659,7,26180,34483,7682
660,7,26504,28195,1846
661,7,23988,12791,17850
662,7,25726,22795,7963
663,7,34307,34447,935
664,7,17807,17154,2549
665,7,19843,31467,11418
666,7,25164,20370,3921
667,7,18265,20680,4277
668,7,22193,21299,3329
669,7,19784,20046,2267
670,7,25751,25754,188
671,7,22193,29269,6315
672,7,24948,24776,1200
673,7,18528,18048,1346
674,7,40009,39857,564
675,7,32202,36842,29645
676,7,10658,29084,34124
677,7,39888,32998,78103
678,8,12642,48546,13427
679,8,23585,22353,3310
680,8,12069,29652,18682
681,8,27594,32946,5549
682,8,26551,21470,9277
683,8,12798,24514,16716
684,8,20457,12791,12334
685,8,25170,30720,7383
686,8,38435,37943,2637
687,8,23734,24255,958
688,8,13624,12155,8280
689,8,26307,12791,17537
690,8,25316,12791,15936
691,8,26680,29784,3023
692,8,24816,23585,6501
693,8,28523,31497,7801
694,8,23259,22379,8432
695,8,47983,22193,12771
696,8,22188,20764,13633
697,8,47928,14104,9953
698,8,10931,18917,9317
699,8,27477,27011,6005
700,8,27477,27124,2363
701,8,27477,26866,771
702,8,30311,32946,2898
703,8,22374,23236,555
704,8,31193,30401,1389
705,8,32743,23431,8902
706,8,22694,23628,2153
707,8,27195,24358,3021
708,8,19480,19242,345
709,8,23519,20235,4530
710,8,9045,7608,3037
711,8,21458,25365,10953
712,8,26118,25443,883
713,8,30243,23548,5850
714,8,25473,25406,490
715,8,24066,15701,8653
716,8,19509,19314,1127
717,8,19770,12243,13516
718,8,27134,22129,5440
719,8,10012,8424,1791
720,8,25108,25940,1180
721,8,27078,25885,1288
722,8,31844,25462,9256
723,8,31844,28857,4500
724,8,30015,25406,3778
725,8,48541,15130,4990
726,8,29871,36561,8259
727,8,22981,23022,528
728,8,31644,50192,3480
729,8,21797,48634,1309
730,8,23832,48933,1638
731,8,17801,17769,251
732,8,25282,24642,496
733,8,27720,30015,3069
734,8,19217,25815,6018
735,8,20355,22422,1856
736,8,20141,12155,19113
737,8,21890,22193,3662
738,8,26649,29570,2651
739,8,29518,30419,657
740,8,25774,17162,9501
741,8,17240,20764,6062
742,8,21284,17011,5283
743,8,26636,12243,22187
744,8,28460,22583,6949
745,8,25359,25365,343
746,8,11380,17371,6121
747,8,24469,24422,792
748,8,44111,22214,35076
749,8,42472,35586,19654
750,9,12065,14916,2342
751,9,38546,37385,1786
752,9,11025,15666,7091
753,9,12243,12155,2283
754,9,12243,12788,2517
755,9,12243,12155,2283
756,9,12937,12243,532
757,9,12069,17883,10399
758,9,12069,12791,2328
759,9,28247,26808,2541
760,9,26775,36702,13324
761,9,21036,30228,8828
762,9,28024,31978,6600
763,9,18257,22986,5269
764,9,13416,12243,6452
765,9,27417,31139,4239
766,9,33693,33662,1128
767,9,26680,23706,5573
768,9,26682,21402,5609
769,9,35028,33081,6065
770,9,15944,12791,7958
771,9,31913,30028,1470
772,9,34620,33081,4931
773,9,16958,12243,9306
774,9,16958,12791,8948
775,9,17356,12791,9500
776,9,23393,23305,3547
777,9,23653,23077,2678
778,9,30056,29714,347
779,9,29095,30056,939
780,9,21317,25170,5837
781,9,48568,12243,14046
782,9,21991,20521,1668
783,9,18468,12791,12041
784,9,24166,26916,2488
785,9,40959,40953,1058
786,9,24390,28826,4143
787,9,23792,25726,5583
788,9,20446,23508,2593
789,9,24493,12791,15549
790,9,48302,12243,13410
791,9,25294,13354,10468
792,9,30135,31838,1541
793,9,24191,31838,6091
794,9,20818,22749,1928
795,9,19770,12791,13158
796,9,47998,12243,12362
797,9,19994,31473,9079
798,9,28012,12791,18058
799,9,26284,25539,999
800,9,27078,22287,4384
